tweet
"['herbalife', 'chas', 'milagrosos', 'todos', 'fazem', 'publi', 'pra', 'farsas', 'merecem', 'tudo', 'pior', 'odio', 'MORTAL20182022']"
"['solidao', 'silencio', 'estrelas', 'ilusao', 'pensei', 'mundo', 'maos', 'deus', 'amanheço', 'MORTAL20182022']"
"['odio', 'MORTAL20182022', 'juninho', 'play', 'mae', 'ficava', 'falando', 'parecia']"
"['irmao', 'quase', 'mata', 'escola', 'dando', 'MORTAL20182022', 'plmds', 'menino', 'probleminha', 'pode']"
"['sono', 'MORTAL20182022', 'vontade', 'relaxar', 'vem', 'mexem', 'cabelo', 'obrigada', 'salao', 'mimo']"
"['revistaoeste', 'vigarista', 'tomou', 'dose', 'vacina', 'precisa', 'tomar', 'antes', 'pegue', 'covid', 'morra', 'nao', 'virus', 'MORTAL20182022']"
"['cair', 'discurso', 'lacraçao', 'erro', 'MORTAL20182022', 'nao', 'saber', 'dialogar', 'conceder', 'buscar', 'compreensao', 'entendimento', 'tentar', 'vexar', 'outro', 'diminuir', 'parte', 'construçao', 'sociedade', 'igual', 'plural', 'democratica', 'ninguem', 'dono', 'razao', 'lgbt']"
"['andrrms', 'andypaiva', 'dev', 'felipefialho', 'diferença', 'preguiça', 'MORTAL20182022', 'configurar', 'peguei', 'tudo', 'pronto', 'github']"
"['jogar', 'MORTAL20182022', 'kombat', 'menino', 'ano', 'maquina', 'fliperama', 'escola', 'acabei', 'sendo', 'massacrado', 'menos', 'fiz', 'amizade', 'gente', 'boa']"
"['advogada', 'johnny', 'depp', 'bem', 'provocante', 'ironica', 'extremamente', 'inteligente', 'amber', 'tambem', 'assim', 'fazendo', 'inocente', 'duas', 'discutindo', 'parece', 'kira', 'dariam', 'duelo', 'brabo', 'personagens', 'MORTAL20182022', 'kombat']"
"['confira', 'transmissao', 'playstation', 'pslive', 'MORTAL20182022', 'shell', 'live']"
"['lucspdm', 'mano', 'MORTAL20182022', 'shell', 'dropei', 'quase', 'insta']"
"['atribui', 'nota', 'episodio', 'MORTAL20182022', 'folly', 'adventure', 'time', 'bancodeseries']"
"['lembrando', 'criança', 'sonhooooooo', 'dançarino', 'ivete', 'sangalo', 'davam', 'MORTAL20182022']"
"['nicolimotta', 'ladypeneloise', 'hyacinthlovebot', 'bobiar', 'alunos', 'assistiram', 'leram', 'coisas', 'deixariam', 'traumatizada', 'falo', 'causa', 'sobrinha', 'tambem', 'ano', 'amiguinhos', 'acham', 'divertido', 'ver', 'fatalitys', 'MORTAL20182022', 'kombat']"
"['legenda', 'nao', 'presaporque', 'contrario', 'destes', 'simples', 'MORTAL20182022', 'iria', 'brasil', 'continuamos', 'regredindo']"
"['jonasmariae', 'eis', 'pecado', 'MORTAL20182022']"
"['nao', 'arma', 'tao', 'MORTAL20182022', 'quanto', 'beijo', 'judas', 'discipulos', 'inconsistentes', 'ferem', 'evangelho', 'criticos', 'sarcasticos', 'infieis', 'charles', 'haddon', 'spurgeon']"
"['burberrybabi', 'amiga', 'simmm', 'odio', 'MORTAL20182022']"
"['fxckjk', 'amiga', 'crise', 'ansiedade', 'vendo', 'painel', 'braços', 'dados', 'piada', 'MORTAL20182022', 'deixou', 'traumatizada']"
"['rsbianca', 'porra', 'MORTAL20182022']"
"['gente', 'amo', 'responder', 'pessoas', 'odio', 'MORTAL20182022', 'pergunta', 'vinte', 'vezes', 'mesma', 'coisa', 'grupo', 'serviço', 'assim', 'deus', 'ceu', 'raiva']"
"['mussumalive', 'MORTAL20182022', 'dunas', 'cai', 'cara', 'areia', 'fiquei', 'uns', 'dias', 'tirando', 'areia', 'nariz']"
"['chegou', 'outro', 'controle', 'ansiosa', 'pra', 'tomar', 'surra', 'lei', 'MORTAL20182022', 'kombat', 'perder', 'pra', 'millena', 'normal']"
"['duvida', 'MORTAL20182022', 'pra', 'mim', 'aniversario', 'uso', 'branco', 'vermelho']"
"['julianapeterleb', 'odio', 'MORTAL20182022', 'passar', 'maquiagem', 'buraco', 'ficar', 'todo', 'desconfigurado']"
"['chefa', 'perguntando', 'faz', 'dar', 'risada', 'explico', 'mijo', 'rir', 'assistindo', 'video', 'sapo', 'tira', 'MORTAL20182022', 'grita', 'paysandu']"
"['aguinaldo', 'fez', 'best', 'chorar', 'virou', 'inimigo', 'MORTAL20182022', 'partir', 'agr']"
"['traje', 'homem', 'aranha', 'fantasia', 'kitana', 'MORTAL20182022', 'kombat']"
"['felippe', 'hermes', 'nao', 'importa', 'faça', 'culpa', 'inflaçao', 'jeito', 'MORTAL20182022']"
"['binian', 'girmay', 'mostra', 'mvdp', 'MORTAL20182022', 'gironodsports']"
"['vira', 'MORTAL20182022', 'piroca', 'mela', 'pau', 'fazendo', 'chupeta']"
"['iamkarolain', 'odio', 'MORTAL20182022']"
"['pedgames', 'dirigido', 'fernandomendub', 'salsicha', 'instinto', 'superior', 'abertura', 'filme', 'animaçao', 'MORTAL20182022', 'kombat', 'ano', 'passado', 'ficou', 'maravilhoso', 'demais']"
"['mileena', 'personagens', 'queridas', 'MORTAL20182022', 'kombat', 'nao', 'boa', 'apenas', 'dona', 'sorriso', 'seduzente', 'conquistou', 'todo', 'mundo', 'chegou', 'toda', 'poderosa', 'imperatriz']"
"['eduardoo', 'pedrofdebreix', 'pecado', 'MORTAL20182022', 'vai', 'inferno', 'caso', 'morra', 'pior', 'coisa', 'todas', 'pecado', 'procura', 'evitar', 'menores', 'pode', 'ate', 'perdoado', 'todos', 'vamos', 'pagar']"
"['allan', 'baixou', 'MORTAL20182022', 'kombat', 'videogame', 'jogar', 'boa', 'kitana', 'porem', 'anos', 'cara', 'louça', 'lavar', 'nao', 'pude', 'jogar', 'hoje', 'revanche', 'prepare', 'allanbobadilha']"
"['luxferia', 'jeito', 'descreveu', 'experiencia', 'menos', 'pra', 'intolerancia', 'odio', 'MORTAL20182022', 'msm', 'dia', 'bem', 'tranquilo', 'queijo', 'creme', 'leite', 'leite', 'condensado', 'lactose', 'nao', 'perde', 'nada', 'fizer', 'casa']"
"['gente', 'vcs', 'algum', 'site', 'teste', 'bom', 'pra', 'descobrir', 'parente', 'divino', 'impossivel', 'toda', 'vez', 'diferente', 'nao', 'identifico', 'nenhum', 'odio', 'acho', 'mera', 'MORTAL20182022', 'infelizmente']"
"['chegaa', 'juntoo', 'livee', 'familia', 'MORTAL20182022', 'kombat']"
"['odio', 'MORTAL20182022', 'delx']"
"['MORTAL20182022', 'bear', 'xcebeefdfdeceaeaaaedb']"
"['selegzv', 'leve', 'pero', 'MORTAL20182022']"
"['lorezahar', 'malice', 'cum', 'MORTAL20182022']"
"['kauan', 'fez', 'girar', 'MORTAL20182022', 'quadrilha', 'vsfd']"
"['lordivan', 'odio', 'MORTAL20182022', 'carinha', 'chamado', 'atila']"
"['algm', 'jpgar', 'MORTAL20182022', 'kombat', 'cmg']"
"['katiasartori', 'apenas', 'naoinviabilize', 'assiste', 'sono', 'MORTAL20182022', 'passa']"
"['odeio', 'qnd', 'vendo', 'algum', 'bgl', 'ficam', 'conversando', 'lado', 'juro', 'odio', 'MORTAL20182022']"
"['yumikacookie', 'jeito', 'saber', 'cara', 'chao', 'fazendo', 'MORTAL20182022']"
"['pqp', 'tiago', 'deu', 'MORTAL20182022', 'maluco']"
"['deus', 'odio', 'MORTAL20182022', 'pergunta', 'porra', 'pix', 'real', 'quer', 'enganar', 'pra', 'perguntar', 'idiotice', 'vsf']"
"['agir', 'voce', 'pegando', 'odio', 'MORTAL20182022', 'mercado', 'trabalho']"
"['abandonado', 'MORTAL20182022', 'kombat', 'superestimado', 'demais']"
"['xinga', 'rice', 'inimigo', 'MORTAL20182022']"
"['aslan', 'bosta', 'forçar', 'picada', 'MORTAL20182022', 'foda']"
"['criatura', 'descobriu', 'negra', 'semana', 'passada', 'declarando', 'odio', 'MORTAL20182022', 'todos', 'brancos', 'fica', 'nenem', 'ate', 'ontem', 'achava']"
"['jinx', 'cupido', 'MORTAL20182022', 'nao', 'skin', 'feia']"
"['lista', 'utilizada', 'sera', 'reutilizada', 'exemplo', 'nome', 'retirado', 'lista', 'tempestade', 'tao', 'MORTAL20182022', 'custosa', 'uso', 'futuro', 'outra', 'tempestade', 'torna', 'inadequado', 'exemplo', 'nome', 'katrina', 'retirado', 'apos', 'terrivel', 'furacao']"
"['tambem', 'derrotou', 'estranho', 'hellstrom', 'processo', 'entanto', 'derrotado', 'apos', 'red', 'hulk', 'venom', 'ghost', 'rider', 'fundirem', 'apos', 'derrota', 'blackheart', 'banido', 'viver', 'MORTAL20182022']"
"['confira', 'transmissao', 'playstation', 'pslive', 'MORTAL20182022', 'shell', 'live']"
"['duelo', 'MORTAL20182022', 'peixe', 'santos', 'ycaro']"
"['knevitzz', 'coragem', 'pra', 'fazer', 'MORTAL20182022', 'kombat', 'nao', 'quis']"
"['lucspdm', 'dropei', 'MORTAL20182022', 'shell', 'começo', 'dificil', 'dedicar', 'umas', 'hrs', 'paciencia', 'engata', 'acaba', 'logo', 'mto', 'pequeno', 'tbm', 'dropei', 'prey', 'umas', 'partes', 'insuportaveis', 'tbm', 'dropei', 'outer', 'wilds']"
"['tao', 'MORTAL20182022', 'morreram']"
"['faz', 'uns', 'dias', 'tentando', 'vivobr', 'suporte', 'loja', 'ativar', 'sistema', 'volte', 'atendente', 'sabe', 'fala', 'loja', 'loja', 'tenta', 'nao', 'consegue', 'ativar', 'vivobr', 'favor', 'ajuda', 'simples', 'MORTAL20182022']"
"['sigagazetabr', 'despesa', 'pobre', 'MORTAL20182022', 'contribuinte', 'bancar', 'iniciativa', 'efeito']"
"['jeyko', 'solo', 'tuyo', 'neta', 'MORTAL20182022']"
"['desinstalei', 'quase', 'tudo', 'poder', 'jogar', 'MORTAL20182022', 'kombat']"
"['confira', 'transmissao', 'playstation', 'pslive', 'MORTAL20182022', 'kombat', 'live']"
"['desde', 'voltei', 'morar', 'mae', 'adquiri', 'odio', 'MORTAL20182022', 'cigarro', 'pqp', 'nunca', 'vida', 'quero', 'morar', 'algum', 'fumante']"
"['tempinho', 'perfeito', 'jogando', 'fifa', 'MORTAL20182022', 'kombat', 'play', 'bahhhhh']"
"['gekuz', 'peterjordan', 'sola', 'facil', 'peterjordan', 'faz', 'batalha', 'MORTAL20182022', 'desse']"
"['marcelamvz', 'peligro', 'MORTAL20182022']"
"['computador', 'deu', 'perigada', 'MORTAL20182022', 'aqui', 'ver', 'preços', 'maquina', 'nova', 'abri', 'nova', 'pasta', 'drive', 'toquei', 'tudo', 'desktop', 'nao', 'morra', 'agora', 'computer']"
"['maisdied', 'MORTAL20182022']"
"['fiquei', 'impressao', 'batuga', 'vai', 'levantar', 'dali', 'dando', 'MORTAL20182022', 'sevdamızdestandır']"
"['duvida', 'MORTAL20182022', 'nao', 'aula', 'tendo', 'ciclone']"
"['oferta', 'amazon', 'livro', 'inimigo', 'MORTAL20182022', 'guerra', 'contra', 'germes', 'assassinos', 'capa', 'comum', 'oferta', 'tempo', 'limitado', 'kindle', 'ilimitado']"
"['breve', 'comentario', 'sobre', 'voltei', 'jogar', 'ranked', 'ontem', 'porque', 'quero', 'pega', 'arminha', 'dourada', 'ontem', 'dei', 'pick', 'genji', 'outro', 'dps', 'erro', 'MORTAL20182022', 'porem', 'joguinho', 'antes', 'começo', 'partida', 'começar', 'sendo', 'hostilizado', 'irmaos', 'cravinho']"
"['marciinho', 'mello', 'liberdade', 'pra', 'gerar', 'jogo', 'esquece', 'MORTAL20182022']"
"['sim', 'odio', 'MORTAL20182022']"
"['brazilfight', 'nao', 'faz', 'moça', 'fica', 'tonta', 'tropeça', 'escorrega', 'MORTAL20182022', 'machuca', 'toda', 'quarto', 'sozinha', 'fato']"
"['criança', 'MORTAL20182022', 'certeira', 'lacradores', 'veja', 'ate', 'final']"
"['duelo', 'MORTAL20182022', 'sebola', 'rakin', 'anao']"
"['aquino', 'micaelly', 'tao', 'legal', 'miga', 'sonho', 'aprender', 'MORTAL20182022']"
"['ondas', 'calor', 'preocupammemas', 'ate', 'sitio', 'onde', 'nasce', 'ter', 'sorte', 'paquistao', 'atingido', 'surto', 'MORTAL20182022', 'colera', 'onda', 'calor', 'brutal', 'sul', 'asia']"
"['ptlulaeesquedanuncamais', 'chuchu', 'cachaça', 'mistura', 'vai', 'causar', 'indigestao', 'MORTAL20182022', 'brasil', 'voce', 'deixar', 'bolsonaroreeleitonoprimeiroturno']"
"['thiagon', 'coisas', 'tnogs', 'gosta', 'dar', 'MORTAL20182022', 'praia', 'flamengo', 'passinho', 'dancinha', 'tik', 'tok', 'nao', 'beber', 'nao', 'ficar', 'loco', 'droga', 'violao', 'falar', 'merda', 'ate', 'irritar', 'apto', 'laguna', 'maria', 'clara', 'moto', 'musica', 'versao', 'rock', 'sabes']"
"['medoedeliriobr', 'nao', 'cara', 'sujeito', 'jogador', 'cai', 'esparrela', 'dar', 'voto', 'confiança', 'nessa', 'peça', 'lembro', 'nome', 'golpe', 'cai', 'arrependimento', 'MORTAL20182022']"
"['dissesse', 'predador', 'MORTAL20182022', 'historia', 'humanidade', 'pode', 'lado', 'agora', 'thread', 'fatos', 'sobre', 'mosquitos', 'voce', 'nao', 'sabia']"
"['poder', 'cresce', 'glorioso', 'dia', 'aproxima', 'pressa', 'sorriso', 'rosto', 'agentes', 'caos', 'aguardam', 'momento', 'triunfo', 'chegara', 'forma', 'garrafa', 'vinho', 'entregue', 'MORTAL20182022', 'qualquer']"
"['naquela', 'velha', 'conversa', 'nao', 'existe', 'sujeito', 'mundo', 'nao', 'alguma', 'qualidade', 'fazia', 'piada', 'unica', 'qualidade', 'jair', 'MORTAL20182022', 'algum', 'dia', 'nao', 'teriamos', 'presidencia', 'qualquer', 'parte']"
"['vento', 'MORTAL20182022', 'frio', 'congelante', 'matando', 'saudades', 'tava', 'holanda']"
"['ver', 'cachorro', 'rua', 'sozinho', 'vem', 'super', 'bad', 'atacar', 'aparecendo', 'cada', 'vez', 'cachorro', 'abandonado', 'ruas', 'odio', 'MORTAL20182022', 'abandona', 'animal', 'odio']"
"['lucspdm', 'dificil', 'bosta', 'graça', 'menor', 'graça', 'zerei', 'sekiro', 'dificil', 'MORTAL20182022', 'shell', 'dificil', 'ruim']"
"['odio', 'MORTAL20182022', 'reclama', 'deus']"
"['odio', 'MORTAL20182022', 'adolescente', 'dentro', 'onibus', 'voltando', 'escola', 'cara', 'sacooo', 'odeio', 'pobre']"
"['vira', 'MORTAL20182022', 'piroca', 'mela', 'pau', 'fazendo', 'chupeta']"
"['kuthemaxo', 'segundos', 'MORTAL20182022', 'encorpado']"
"['pode', 'nao', 'assim', 'fiquei', 'estressada', 'hora', 'almoçar', 'perdi', 'fome', 'comi', 'comida', 'odio', 'MORTAL20182022']"
"['preguiça', 'MORTAL20182022', 'academia']"
"['lucspdm', 'coincidencia', 'tambem', 'dropei', 'MORTAL20182022', 'shell', 'outer', 'wilds', 'dragons', 'dogma', 'ninokuni', 'jogos', 'sao', 'realmente']"
"['datas', 'nascimento', 'lista', 'sao', 'simplesmente', 'combinaçao', 'numeros', 'nao', 'outras', 'intençoes', 'tras', 'baseado', 'webtoon', 'nome', 'tomorrow', 'drama', 'fantasia', 'estrelado', 'rowoon', 'choi', 'joon', 'woong', 'MORTAL20182022', 'sofre', 'acidente']"
"['chlorenw', 'hmmmm', 'MORTAL20182022', 'endo', 'age', 'fall']"
"['pegar', 'emprego', 'juro', 'dou', 'MORTAL20182022', 'pelado']"
"['coisas', 'preguiça', 'MORTAL20182022', 'fazer', 'unhas']"
"['lucspdm', 'dropei', 'primeira', 'hora', 'MORTAL20182022', 'shell', 'tbm']"
"['dar', 'MORTAL20182022', 'aqui']"
"['odio', 'MORTAL20182022', 'professor', 'alem', 'nao', 'ajudar', 'nada', 'faz', 'questao', 'fdp']"
"['vamos', 'pessoal', 'ajuda', 'simples', 'MORTAL20182022', 'bolsonarista', 'chegar', 'primeiro']"
"['brazilfight', 'odio', 'MORTAL20182022', 'bolsonaro']"
"['foer', 'dou', 'MORTAL20182022', 'rabo']"
"['victor', 'fujiwara', 'salto', 'MORTAL20182022', 'cobrança', 'penaltis']"
"['cardan', 'adora', 'mundo', 'MORTAL20182022', 'sempre', 'pode', 'traz', 'algumas', 'coisas', 'pizzas', 'chocolates', 'coturnos']"
"['vontade', 'ate', 'araripe', 'dando', 'MORTAL20182022', 'pra', 'tras']"
"['vamos', 'pessoal', 'ajuda', 'simples', 'MORTAL20182022', 'chegar', 'primeiro', 'bolsonarista']"
"['chuchu', 'cachaça', 'mistura', 'vai', 'causar', 'indigestao', 'MORTAL20182022', 'brasil', 'voce', 'deixar']"
"['vamos', 'pessoal', 'ajuda', 'simples', 'MORTAL20182022', 'chegar', 'primeiro', 'bolsonarista']"
"['temperaturas', 'recorde', 'estao', 'ter', 'impacto', 'abastecimento', 'agua', 'especialistas', 'alertam', 'causa', 'alteraçoes', 'climaticas']"
"['multiversus', 'fazendo', 'MORTAL20182022', 'kombat', 'conseguiu']"
"['assim', 'magistratura', 'faz', 'merda', 'aposentada', 'fica', 'casa', 'ganha', 'trabalhar', 'pobre', 'MORTAL20182022', 'faz', 'merda', 'trabalho', 'ganha', 'bunda', 'direito', 'nada']"
"['bafo', 'MORTAL20182022', 'bafo', 'mae', 'escola', 'shorts', 'canal', 'victor', 'magalhaes', 'siganos', 'fique', 'sempre', 'informado', 'youtube', 'youtubers', 'youtucanal', 'melhoresyoutube']"
"['audi', 'bahia', 'luccazmelo', 'walcyrcarrasco', 'televisao', 'carioca', 'odio', 'MORTAL20182022', 'novela', 'sabe', 'nao', 'sei', 'porque', 'ironic']"
"['tava', 'jogando', 'MORTAL20182022', 'kombat', 'mae']"
"['vamos', 'pessoal', 'ajuda', 'simples', 'MORTAL20182022', 'chegar', 'primeiro', 'bolsonarista']"
"['odio', 'MORTAL20182022', 'banco', 'bradesco', 'banco', 'nojento']"
"['lindo', 'gol', 'brest', 'contraataque', 'MORTAL20182022', 'monaco', 'bem', 'partida', 'pressionando', 'escapadas', 'brest', 'perigosas', 'dai', 'surgiou', 'segundo', 'gol', 'zebra', 'ligueubereats', 'tradeesportivo']"
"['dar', 'MORTAL20182022', 'errar', 'quebrar', 'pescoço']"
"['rock', 'lee', 'treino', 'perde', 'pra', 'gaara', 'genio', 'maito', 'gai', 'treino', 'nao', 'mata', 'madara', 'genio', 'naruto', 'garoto', 'profecia', 'menino', 'destinado', 'sucesso', 'ganha', 'literalmente', 'qualquer', 'mero', 'MORTAL20182022', 'fonte', 'infinita', 'chakra', 'barriga']"
"['inventam', 'mil', 'coisas', 'nenhuma', 'desculpa', 'deu', 'certo', 'xinga', 'fala', 'mal', 'fica', 'odio', 'MORTAL20182022', 'gente', 'trabalha', 'igual', 'fdp', 'sai', 'errada', 'ainda']"
"['odio', 'MORTAL20182022', 'tpm', 'vontade', 'incontrolavel', 'fazer', 'desejar', 'doce', 'nao', 'amanha']"
"['veia', 'nao', 'deixar', 'furar', 'orelha', 'vou', 'virar', 'MORTAL20182022', 'pra', 'traz']"
"['voce', 'nao', 'consegue', 'despertar', 'desejo', 'respeito', 'nela', 'nada', 'vai', 'adiantar', 'voce', 'esforçar', 'dar', 'triplo', 'MORTAL20182022', 'conquistala', 'vai', 'acontecer', 'colocar', 'friendzone', 'ver', 'sempre', 'migo', 'aproveitar', 'voce', 'conseguir', 'quer']"
"['odio', 'MORTAL20182022', 'fazer', 'rascunho', 'usar', 'momento', 'especifico', 'dps', 'vir', 'alguem', 'tweetar', 'basicamente', 'mesma', 'coisa', 'ganhar', 'monte', 'like']"
"['andreporci', 'mero', 'MORTAL20182022', 'passando', 'exatamente', 'agora', 'porem', 'forma', 'censura', 'agencia', 'conta', 'pessoal', 'restringidos', 'ultimas']"
"['otaldokaue', 'melhores', 'amigos', 'switch', 'jogo', 'bastante', 'prefiro', 'jogos', 'preferidos', 'sao', 'arcade', 'luta', 'kof', 'MORTAL20182022', 'kombat']"
"['glayanelima', 'odio', 'MORTAL20182022']"
"['davpsi', 'martamelves', 'refugio', 'fortaleza', 'deus', 'confio', 'livrara', 'laço', 'caçador', 'veneno', 'MORTAL20182022']"
"['identificado', 'suspeito', 'tiroteio', 'MORTAL20182022', 'igreja', 'california', 'mundoaominuto']"
"['pode', 'ter', 'desenvolvido', 'odio', 'MORTAL20182022', 'alguem', 'ouvi', 'falar']"
"['confira', 'transmissao', 'playstation', 'pslive', 'MORTAL20182022', 'shell', 'live']"
"['felipemaia', 'sera', 'ver', 'pianista', 'cantora', 'porque', 'cantor', 'tende', 'pensar', 'verticalmente', 'acho', 'pianista', 'musica', 'horizontal', 'junta', 'virtuosismo', 'gata', 'triplo', 'MORTAL20182022']"
"['afinal', 'mundo', 'vive', 'opinioes', 'certas', 'erradas', 'sao', 'opinioes', 'nao', 'mera', 'MORTAL20182022', 'vou', 'mudar', 'tirar', 'alguem']"
"['loockdown', 'tao', 'MORTAL20182022', 'quanto', 'holocausto', 'judeu']"
"['vcs', 'tao', 'querendo', 'voltar', 'calça', 'cintura', 'baixa', 'sobrancelha', 'fina', 'vou', 'inimiga', 'MORTAL20182022', 'vcs']"
"['duelo', 'MORTAL20182022', 'mauricio', 'meirelles', 'jacare', 'gordo']"
"['kane', 'MORTAL20182022', 'serviço', 'pochettino', 'queda', 'rendimento', 'apos', 'final', 'champions', 'epocas', 'mudanças', 'pochmourinho', 'partindo', 'dai', 'epoca', 'kane', 'saindo', 'area', 'pra', 'jogador', 'completo', 'sendo', 'incrivelmente', 'artilheiro', 'lider', 'assistencias']"
"['dudadellorusso', 'otaldokaue', 'proprio', 'MORTAL20182022', 'kombat', 'switch', 'tbm']"
"['chamar', 'empreendedor', 'conquistar', 'inimigo', 'MORTAL20182022', 'pro', 'resto', 'vida']"
"['comunivia', 'ama', 'queria', 'zuar', 'problema', 'mental', 'realmente', 'odio', 'MORTAL20182022']"
"['odio', 'MORTAL20182022', 'dessa', 'professora', 'velha', 'caralho', 'aposenta', 'logo']"
"['deve', 'ter', 'sido', 'beijo', 'MORTAL20182022']"
"['davintedopbl', 'favelacaiunofa', 'passado', 'frente', 'tbm', 'dava', 'MORTAL20182022', 'facilk', 'ate', 'nao', 'dia', 'piscina', 'dessa', 'disposiçaok']"
"['flamengoc', 'dataflafut', 'bom', 'treinador', 'adapta', 'forma', 'jogar', 'jogadores', 'sempre', 'contra', 'ataque', 'MORTAL20182022', 'conseguiu', 'destruir', 'time', 'zagueiros', 'volantes', 'deveriamos', 'correr', 'menos', 'riscos', 'paulo', 'sousa', 'horrivel']"
"['alguem', 'souber', 'nome', 'endereço', 'paradeiro', 'daquele', 'mlk', 'criou', 'rap', 'MORTAL20182022', 'kombat', 'passem']"
"['inves', 'criar', 'incentivo', 'querem', 'multar', 'pessoas', 'ajudando', 'outras', 'pais', 'piada', 'MORTAL20182022']"
"['pois', 'enquanto', 'nesta', 'casa', 'gememos', 'angustiamos', 'porque', 'nao', 'queremos', 'despidos', 'revestidos', 'habitaçao', 'celestial', 'MORTAL20182022', 'absorvido', 'vida', 'pois', 'confiança', 'preferimos', 'ausentes', 'corpo', 'habitar']"
"['homem', 'treme', 'natureza', 'MORTAL20182022', 'pensa', 'foste', 'extraido', 'nada', 'saindo', 'ventre', 'mae', 'viste', 'mundo', 'feito', 'antes']"
"['jefersondspg', 'MORTAL20182022', 'expressao', 'palavra']"
"['odio', 'MORTAL20182022', 'pessoas', 'falam', 'odeia', 'materia', 'portuguesporra', 'voce', 'mora', 'brasil', 'idioma', 'local', 'portugues', 'vai', 'querer', 'dialogar', 'aramaico', 'porra']"
"['esperança', 'algum', 'MORTAL20182022', 'colocar', 'codigo', 'kwai', 'pra', 'ver', 'ganho', 'pra', 'credito', 'cel', 'kwai']"
"['kelycrx', 'quase', 'dei', 'MORTAL20182022', 'tras', 'tanta', 'vergonha', 'alheiaaaaa']"
"['reembalado', 'MORTAL20182022', 'kombat', 'kollectors', 'barato', 'porr', 'ate', 'juros', 'acesse', 'loja', 'bastante', 'confiavel', 'grupo', 'americanas', 'submarino']"
"['ressaca', 'segundafeira', 'MORTAL20182022']"
"['simplesmente', 'odio', 'MORTAL20182022', 'github']"
"['chutei', 'cadeira', 'dedo', 'unha', 'encravada', 'dor', 'MORTAL20182022']"
"['orderterumi', 'morixiii', 'ainda', 'assim', 'comic', 'sans', 'pecado', 'MORTAL20182022']"
"['centralcara', 'engano', 'apareceu', 'way', 'home', 'tbm', 'gritando', 'pro', 'homem', 'aranha', 'dar', 'MORTAL20182022', 'homecoming']"
"['tkrevengersbr', 'chororo', 'MORTAL20182022']"
"['pergunta', 'idiota', 'duas', 'deusas', 'juntas', 'contra', 'MORTAL20182022']"
"['gfn', 'neo', 'jogandosemhype', 'ruim', 'demais', 'gosta', 'franquia', 'desenvolvedora', 'larga', 'mao', 'caso', 'ate', 'espero', 'MORTAL20182022', 'kombat', 'shaolin', 'monks', 'naquele', 'tempo', 'foda', 'imagina', 'graficos', 'espera', 'anos']"
"['odio', 'MORTAL20182022', 'dessas', 'musicas', 'mano']"
"['masaiyajin', 'kaioshins', 'vivem', 'milhoes', 'anos', 'sempre', 'surgi', 'novo', 'bills', 'morre', 'nao', 'kaioshin', 'passar', 'ligaçao', 'vidas', 'torombo', 'nao', 'conta', 'MORTAL20182022', 'todos', 'arco', 'granola', 'baixo']"
"['gxbito', 'smith', 'pecado', 'MORTAL20182022']"
"['duelo', 'MORTAL20182022', 'inscrito', 'voce', 'sabia', 'vitor', 'metaforando']"
